"X","Y","k","annual_ppt","bareground","elevation","occ","ph20","slope","temp_annual_range","topo_pst_index","treecover","valley_depth","veg_index","wetness_index"
34.5776532859746,1.10270171857357,408,1660.96826171875,1,4083,127,60,28,17.3284225463867,-113,50,-1145,1915,69
34.6005699526046,1.02561838536356,386,1887.54431152344,3,3316,34,62,15,17.5597763061523,177,19,970,2138,87
34.6443199525346,1.01103505205356,319,2000.21240234375,0,3150,36,58,24,17.5895233154297,409,44,436,1808,83
34.6172366192446,1.00270171873356,310,1946.35327148438,0,3075,26,58,7,17.5684547424316,106,60,1519,1322,95
34.6297366192246,0.998535052073562,368,2008.15869140625,0,3070,29,58,17,17.5571365356445,457,69,392,1591,91
34.5818199526346,0.992285052083562,403,1956.3671875,0,3140,25,59,21,17.5320682525635,101,37,894,1648,77
34.5901532859546,0.990201718753562,349,1899.40026855469,0,3040,27,57,2,17.5147380828857,110,30,1199,1769,85
34.6401532858746,0.977701718773562,352,2052.76000976562,0,2926,37,54,8,17.5321235656738,130,56,182,1504,96
34.5005699527646,0.938118385503563,411,1681.9873046875,0,2646,50,52,15,17.2497444152832,162,94,5074,2322,89
34.5755699526446,0.896451718903563,347,1730.37097167969,0,2384,30,58,13,17.3345355987549,-1,57,1947,1616,90
34.6068199525946,0.894368385573563,390,1840.5517578125,0,2335,34,58,4,17.3694496154785,-182,63,1847,1761,87
34.7339032857245,0.881868385593563,406,1913.92260742188,4,2144,36,61,6,17.9580974578857,74,16,1505,1147,87
34.6193199525746,0.879785052263563,401,1820.53161621094,0,2237,27,56,15,17.5479488372803,-266,44,1833,1440,85
35.0964032851443,0.879785052263563,305,1168.80700683594,1,1799,22,59,5,18.6786251068115,-74,21,1062,1545,100
35.0130699519444,0.875618385603563,294,1278.41101074219,5,1785,23,61,3,18.6866264343262,-17,12,1264,1590,104
35.0005699519644,0.871451718943563,301,1341.54040527344,6,1813,22,62,4,18.6665878295898,63,8,1092,1080,103
34.7547366190245,0.867285052283563,369,1821.27770996094,3,1998,27,58,11,18.2323226928711,-7,15,1282,1257,91
35.0047366186244,0.865201718953563,251,1335.49523925781,1,1788,21,60,4,18.6771926879883,-3,19,1145,1114,103
35.0339032852444,0.854785052303563,280,1168.91052246094,6,1783,23,58,3,18.6973857879639,-61,11,1216,1509,103
34.4255699528847,0.850618385643563,288,1193.02026367188,1,1490,22,58,7,17.8485813140869,-190,39,13053,1899,92
35.0464032852244,0.850618385643563,306,1211.271484375,0,1794,22,58,1,18.672212600708,-126,23,1143,1359,102
35.0568199518744,0.850618385643563,304,1235.89489746094,1,1805,23,59,5,18.6654453277588,-123,17,1008,1550,102
34.4693199528146,0.848535052313563,366,1341.17858886719,2,1836,35,57,12,17.9163608551025,-209,24,8020,1846,81
34.5964032859446,0.848535052313563,414,1857.99084472656,1,2179,44,60,12,17.7362327575684,166,20,1184,1469,92
34.5464032860246,0.846451718983563,400,1994.98669433594,0,2283,45,59,4,17.468599319458,207,51,1115,1999,86
34.6130699525846,0.846451718983563,402,1791.66528320312,3,2083,39,58,14,17.8504161834717,-226,18,2006,1560,87
34.5276532860546,0.844368385653563,360,1512.486328125,0,2044,33,58,6,17.6793937683105,-246,85,4569,1360,90
34.7005699524445,0.844368385653563,307,1816.55603027344,1,1976,31,60,3,18.1862907409668,-52,31,2439,2199,93
34.6505699525246,0.840201718993563,397,1783.97302246094,3,2019,35,60,11,18.0456352233887,-127,28,1790,1829,88
34.7776532856545,0.836035052333563,371,1313.87451171875,0,1702,18,60,2,18.5726337432861,-115,39,3298,1957,97
34.5797366193046,0.823535052353563,325,1992.89916992188,3,2026,38,59,18,17.8250694274902,-70,13,2106,2088,92
34.7297366190645,0.817285052363563,242,1569.70703125,0,1738,20,59,2,18.5020732879639,63,22,3376,2353,106
34.8630699521845,0.817285052363563,281,1439.66674804688,1,1739,17,59,5,18.6436023712158,-74,20,667,2467,104
34.4922366194446,0.815201719033563,314,1490.25537109375,1,1713,32,58,15,17.974048614502,-183,42,5957,1451,81
34.6047366192646,0.815201719033563,315,1687.25244140625,1,1936,42,59,31,18.1607551574707,154,27,2380,2251,79
34.8109866189345,0.815201719033563,303,1350.72253417969,1,1686,18,60,6,18.5912380218506,20,19,2036,1674,104
34.4151532862347,0.808951719043563,225,1116.38354492188,1,1390,11,57,5,17.7800159454346,-119,19,5533,2025,96
34.6964032857845,0.808951719043563,248,1669.01013183594,1,1729,23,59,6,18.4314804077148,-156,35,3379,1639,94
34.6984866191145,0.808951719043563,240,1669.01013183594,1,1729,23,59,6,18.4314804077148,-156,35,3379,1639,94
34.8401532855545,0.808951719043563,290,1270.46459960938,1,1705,21,60,5,18.6329784393311,-35,16,1234,1757,105
34.8734866188344,0.808951719043563,253,1547.69458007812,5,1776,14,59,3,18.6316833496094,142,7,60,1750,103
34.4068199529147,0.806868385713563,219,1141.20227050781,2,1374,12,60,6,17.7467784881592,-163,16,4350,1313,100
34.7068199524345,0.806868385713563,243,1567.46130371094,1,1711,21,59,1,18.4432048797607,-25,28,3324,1985,99
34.8109866189345,0.806868385713563,293,1298.23864746094,3,1677,20,60,6,18.5809669494629,6,16,1975,1677,105
34.4964032861046,0.804785052383563,245,1425.62573242188,1,1683,20,58,3,17.9721145629883,65,26,6464,1769,91
34.7651532856745,0.804785052383563,247,1333.67614746094,1,1685,19,59,3,18.5235481262207,14,22,2692,1747,106
34.8026532856145,0.800618385723563,222,1415.41247558594,4,1706,17,60,5,18.5754585266113,75,12,1873,1811,108
34.4193199528947,0.798535052393563,218,1176.4755859375,1,1408,13,58,6,17.7226219177246,29,16,2483,1778,105
34.4714032861446,0.798535052393563,221,1328.28466796875,3,1550,17,60,5,17.8292121887207,-168,16,2613,1736,88
34.8547366188645,0.798535052393563,211,1374.94616699219,2,1693,15,60,2,18.6391201019287,-99,16,841,1638,102
34.9234866187544,0.798535052393563,330,1166.97021484375,6,1688,21,60,5,18.7011127471924,-39,14,1533,1561,102
34.6172366192446,0.796451719063563,207,1437.62951660156,0,1656,26,57,6,18.2265338897705,-104,37,5004,1866,90
34.7005699524445,0.796451719063563,238,1493.94396972656,0,1691,21,58,4,18.4119033813477,-53,49,3146,2454,98
34.8568199521945,0.794368385733563,204,1374.94616699219,2,1693,15,60,2,18.6391201019287,-99,16,841,1638,102
34.6505699525246,0.792285052403563,171,1335.81213378906,1,1630,16,57,4,18.2922554016113,-177,26,5022,1839,95
34.7109866190945,0.790201719073563,217,1498.32885742188,0,1708,17,57,3,18.4170169830322,93,29,2704,1763,106
34.8505699522045,0.790201719073563,209,1404.53283691406,2,1717,17,60,4,18.6232891082764,40,17,759,1683,101
34.4734866194746,0.788118385743563,216,1285.05126953125,0,1520,16,57,7,17.797191619873,-206,28,2815,1486,92
34.5776532859746,0.788118385743563,289,1838.62414550781,0,1805,34,57,29,18.0784397125244,-344,43,3513,1526,76
34.4255699528847,0.783951719083563,205,1255.74475097656,4,1469,14,60,3,17.7022972106934,127,9,1494,1918,110
34.4943199527746,0.783951719083563,229,1287.63586425781,3,1606,15,60,7,17.8628387451172,178,11,5054,2050,97
34.9714032853444,0.783951719083563,311,1157.38073730469,0,1701,20,59,2,18.7360801696777,-87,36,1605,1686,104
34.3818199529547,0.781868385753563,213,1071.78063964844,2,1339,9,60,5,17.6538543701172,-8,17,2851,2356,106
34.4401532861947,0.779785052423563,214,1308.49169921875,1,1486,16,60,7,17.7101230621338,33,16,1084,1820,104
34.4714032861446,0.779785052423563,219,1217.86889648438,0,1482,15,58,5,17.7806282043457,-162,28,2829,1936,96
34.3964032862647,0.777701719093563,200,1226.96984863281,1,1405,12,59,7,17.6544284820557,43,17,430,2405,102
34.6464032858646,0.777701719093563,177,1387.0537109375,0,1639,18,58,5,18.2633056640625,114,26,4298,1578,105
34.7984866189545,0.777701719093563,201,1419.44873046875,2,1675,19,59,5,18.5473346710205,19,17,1537,2068,106
35.0026532852944,0.775618385763563,231,1161.47888183594,5,1736,15,59,5,18.7342548370361,-91,11,1142,1419,97
34.8380699522245,0.773535052433563,202,1290.31311035156,2,1656,14,59,4,18.5936336517334,-41,15,1373,1543,104
34.4505699528447,0.771451719103563,226,1346.70275878906,6,1490,17,59,4,17.7063827514648,40,8,1138,1437,104
34.9109866187744,0.769368385773563,233,1429.26379394531,0,1673,21,60,3,18.6744537353516,-108,22,1427,1567,102
34.7547366190245,0.767285052443563,212,1379.20727539062,3,1672,21,60,3,18.468864440918,32,13,1803,1573,109
